City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
465,Tommot,RU,58.9564,126.2925,-34.44,99,67,1.54,broken clouds
466,Hun,LY,29.1268,15.9477,58.82,78,2,9.95,clear sky
467,Chabahar,IR,25.2919,60.643,72.43,39,0,6.11,clear sky
468,Mpraeso,GH,6.5932,-0.7346,76.82,61,99,3.36,overcast clouds
469,Bereda,ES,43.2686,-7.5406,57.42,99,100,11.61,light rain
470,Cuamba,MZ,-14.8031,36.5372,71.74,95,100,3.04,light rain
471,Grand bank,CA,47.0999,-55.765,39.2,93,100,13.2,light rain
472,Seguin,US,29.5688,-97.9647,50.92,95,100,13.8,overcast clouds
473,Otjiwarongo,NA,-20.4637,16.6477,72.55,26,0,15.82,clear sky
474,Runcorn,GB,53.3417,-2.7312,53.78,84,40,9.22,scattered clouds
475,Pio ix,BR,-6.8375,-40.5792,87.33,30,100,2.86,overcast clouds
476,Barranca,PE,-10.75,-77.7667,74.19,69,38,8.9,scattered clouds
477,Casimiro de abreu,BR,-22.4806,-42.2042,74.98,99,100,3.33,light rain
478,Saint-leu,RE,-21.15,55.2833,77.86,80,41,5.59,scattered clouds
479,Chillan,CL,-36.6066,-72.1034,79.12,36,20,12.66,few clouds
480,Matara,LK,5.9485,80.5353,74.66,91,91,2.66,overcast clouds
481,Itarema,BR,-2.9248,-39.9167,79.43,73,54,16.31,broken clouds
482,Jensen beach,US,27.2545,-80.2298,75.09,58,40,11.5,scattered clouds
483,Bontang,ID,0.1333,117.5,75.49,93,100,6.24,overcast clouds
484,Bonavista,CA,48.6499,-53.1147,35.51,97,100,27.78,light rain
485,Ortigueira,BR,-24.2083,-50.9494,69.84,77,74,4.72,broken clouds
486,Ilulissat,GL,69.2167,-51.1,21.22,42,40,13.8,scattered clouds
487,Manta,EC,-0.95,-80.7333,78.58,69,40,10.36,scattered clouds
488,Marquette,US,46.5333,-87.6335,19.81,76,100,1.86,overcast clouds
489,Isiro,CD,2.7739,27.616,70.45,78,69,0.92,broken clouds
490,Nacala,MZ,-14.5428,40.6728,81.72,89,75,12.66,broken clouds
491,Roald,NO,62.5833,6.1333,41.76,81,75,16.11,light intensity shower rain
492,San quintin,MX,30.4833,-115.95,64.78,48,0,9.82,clear sky
493,Vestmannaeyjar,IS,63.4427,-20.2734,33.6,50,100,25.3,overcast clouds
494,Takoradi,GH,4.8845,-1.7554,79.9,82,56,8.7,broken clouds
495,Kirakira,SB,-10.4544,161.9205,80.69,83,28,5.55,scattered clouds
496,Bagenalstown,IE,52.7003,-6.9618,48.67,81,18,14.38,few clouds
497,Jumla,NP,29.2747,82.1838,37.17,24,2,4.92,clear sky
498,Arlit,NE,18.7369,7.3853,68.54,23,0,11.39,clear sky
499,Nhulunbuy,AU,-12.2333,136.7667,83.01,83,40,6.91,scattered clouds
500,El campo,US,29.1966,-96.2697,49.84,100,100,11.5,overcast clouds
501,Urrao,CO,6.3152,-76.1342,66.96,72,84,1.05,broken clouds
502,Guanagazapa,GT,14.2253,-90.6433,87.76,48,0,7.09,clear sky
503,Thunder bay,CA,48.4001,-89.3168,10.38,72,100,6.91,overcast clouds
504,Umm kaddadah,SD,13.6017,26.6876,69.17,33,12,12.19,few clouds
505,Myitkyina,MM,25.3833,97.4,57.88,87,75,2.82,broken clouds
506,Kununurra,AU,-15.7667,128.7333,76.98,94,100,5.75,overcast clouds
507,Faya,SA,18.3851,42.4509,53.71,65,0,2.39,clear sky
508,Krasnyy bogatyr,RU,56.0145,41.1296,25.05,94,91,9.26,overcast clouds
509,Puerto cabezas,NI,14.0351,-83.3888,84.16,84,75,9.22,broken clouds
510,Bac lieu,VN,9.285,105.7244,70.27,80,50,7.87,scattered clouds
511,Tolaga bay,NZ,-38.3667,178.3,62.62,90,100,1.41,light rain
512,Lavrentiya,RU,65.5833,-171.0,14.67,78,67,5.86,broken clouds
513,Naze,JP,28.3667,129.4833,50.92,75,41,9.46,scattered clouds
514,Vanavara,RU,60.34,102.2797,-33.21,100,99,1.86,overcast clouds
515,Nabire,ID,-3.3667,135.4833,76.24,88,100,2.71,overcast clouds
516,Callaway,US,30.153,-85.5699,61.95,31,0,8.05,clear sky
517,Sayat,TM,38.7839,63.8803,31.87,45,0,4.81,clear sky
518,Daru,PG,-9.0763,143.2092,78.85,86,100,5.82,heavy intensity rain
519,Acapulco,MX,16.8634,-99.8901,85.82,58,0,8.05,clear sky
520,Athabasca,CA,54.7169,-113.2854,-12.59,90,100,5.77,overcast clouds
521,Haines junction,CA,60.7522,-137.5108,-43.65,66,96,1.14,overcast clouds
522,Bogotol,RU,56.2078,89.5342,8.29,97,100,3.76,overcast clouds
523,Bisignano,IT,39.5059,16.2772,52.59,91,39,0.67,scattered clouds
524,Derazhnya,UA,49.2692,27.4338,23.11,68,8,13.49,clear sky
525,Berlevag,NO,70.8578,29.0864,33.8,80,75,14.97,broken clouds
526,Ust-nera,RU,64.5667,143.2,-4.9,100,100,3.36,overcast clouds
527,Chililabombwe,ZM,-12.3648,27.8229,64.06,98,100,3.87,moderate rain
528,Jaque,PA,7.5175,-78.1703,79.99,79,97,4.47,overcast clouds
529,Langsa,ID,4.4683,97.9683,73.36,98,96,1.68,heavy intensity rain
530,Kathu,TH,7.9178,98.3332,81.75,81,92,14.58,overcast clouds
531,Pocsaj,HU,47.2833,21.8167,28.81,50,12,2.64,few clouds
532,Brest,BY,52.1,23.7,21.96,78,90,13.15,overcast clouds
533,Marfino,RU,55.7028,37.3822,28.17,86,100,17.9,overcast clouds
534,Satwas,IN,22.5333,76.6833,61.66,35,0,3.65,clear sky
535,Inuvik,CA,68.3499,-133.7218,-13.94,73,20,6.91,few clouds
536,Tibati,CM,6.4667,12.6333,73.53,22,6,5.88,clear sky
537,Kintampo,GH,8.0563,-1.7306,79.59,19,93,1.7,overcast clouds
538,Benjamin hill,MX,30.1667,-111.1,61.83,21,0,7.74,clear sky
539,Sur,OM,22.5667,59.5289,73.49,57,1,2.68,clear sky
540,Mogzon,RU,51.7435,111.9606,-0.31,89,87,10.18,overcast clouds
541,Salalah,OM,17.0151,54.0924,78.89,34,20,11.5,few clouds
542,Hasaki,JP,35.7333,140.8333,27.0,49,0,15.01,clear sky
543,Montepuez,MZ,-13.1256,38.9997,75.33,78,100,7.05,overcast clouds
544,Duluth,US,46.7833,-92.1066,12.07,79,75,4.61,haze
545,Gucheng,CN,35.9115,111.3192,32.77,29,78,1.7,broken clouds
546,Jinxiang,CN,27.4327,120.6062,43.47,73,44,7.2,scattered clouds
547,Kovur,IN,14.4833,79.9833,70.29,82,77,5.08,broken clouds
548,Cordoba,AR,-31.4135,-64.1811,95.76,17,0,10.36,clear sky
549,Tshikapa,CD,-6.4167,20.8,67.24,98,100,2.98,overcast clouds
550,Miles city,US,46.4083,-105.8406,0.57,71,100,10.36,overcast clouds
551,Huarmey,PE,-10.0681,-78.1522,74.97,73,49,10.02,scattered clouds
552,Oktyabrskiy,RU,54.4815,53.471,6.58,96,35,4.21,scattered clouds
553,Anjozorobe,MG,-18.4,47.8667,65.21,89,31,1.83,scattered clouds
554,Lilongwe,MW,-13.9669,33.7873,68.2,77,20,0.0,thunderstorm
555,Quatre cocos,MU,-20.2078,57.7625,77.09,76,29,11.32,light rain
556,Juegang,CN,32.3174,121.1855,40.98,69,5,6.85,clear sky
557,Cascais,PT,38.6979,-9.4215,64.51,95,100,30.0,overcast clouds
558,Marovoay,MG,-16.1,46.6333,76.62,88,2,2.48,moderate rain
559,Orel-izumrud,RU,43.4583,39.9244,42.82,81,100,4.47,overcast clouds
560,Jalu,LY,29.0331,21.5482,61.02,67,0,8.88,clear sky
561,Zhangye,CN,38.9342,100.4517,14.31,79,94,2.55,overcast clouds
562,Yuli,NG,9.6989,10.2744,71.62,21,6,5.77,clear sky
563,Touros,BR,-5.1989,-35.4608,78.8,75,0,12.21,clear sky
564,Saint-prosper,CA,46.2117,-70.4811,27.03,93,100,10.42,light snow
565,Lake city,US,30.1897,-82.6393,67.62,55,40,8.05,scattered clouds
566,Tabira,BR,-7.5908,-37.5394,83.77,25,24,5.17,few clouds
567,Imbituba,BR,-28.24,-48.6703,72.86,94,100,18.84,overcast clouds
568,Macomer,IT,40.262,8.7699,42.48,82,100,2.71,overcast clouds
569,Muisne,EC,0.6,-80.0333,77.22,75,60,7.67,broken clouds
570,Vardo,NO,70.3705,31.1107,26.58,80,75,11.5,broken clouds
571,Acarau,BR,-2.8856,-40.12,79.86,72,35,17.94,scattered clouds
572,Seydisehir,TR,37.4193,31.8453,44.13,89,93,2.73,overcast clouds
573,Irondequoit,US,43.2134,-77.5797,33.76,72,100,12.66,overcast clouds
574,Abu samrah,SY,35.3029,37.1841,51.01,55,0,2.48,clear sky
575,Puerto del rosario,ES,28.5004,-13.8627,67.75,56,5,5.75,clear sky
576,Moche,PE,-8.1711,-79.0092,77.18,73,100,9.22,fog
577,Carbonia,IT,39.1672,8.5222,51.01,88,13,4.59,few clouds
578,Sigli,ID,5.3848,95.9609,77.04,86,75,3.51,moderate rain
579,Valparaiso,CL,-33.0393,-71.6273,73.63,64,0,12.66,clear sky
580,Eyl,SO,7.9803,49.8164,77.61,63,30,22.57,scattered clouds
581,Pemangkat,ID,1.1667,108.9667,76.46,89,92,5.61,overcast clouds
582,Probolinggo,ID,-7.7543,113.2159,75.74,82,91,4.94,overcast clouds
583,Yashkul,RU,46.1711,45.3435,30.61,66,100,12.03,overcast clouds
584,Sungaipenuh,ID,-2.0833,101.3833,63.7,96,93,2.39,overcast clouds
585,Puyang,CN,29.4603,119.8861,34.72,60,0,1.83,clear sky
586,Soyo,AO,-6.1349,12.3689,77.9,78,83,7.92,broken clouds
587,Iwanai,JP,42.9744,140.5089,25.75,74,99,15.12,light snow
588,Diffa,NE,13.3154,12.6113,70.84,24,34,9.01,scattered clouds
589,Cockburn town,TC,21.4612,-71.1419,79.03,74,83,9.24,broken clouds
590,Sioux lookout,CA,50.1001,-91.917,3.27,66,75,0.0,broken clouds
591,Thinadhoo,MV,0.5333,72.9333,80.71,75,100,10.22,overcast clouds
592,Musafirkhana,IN,26.3667,81.8,56.77,52,3,6.13,clear sky
593,Novikovo,RU,51.1537,37.8879,23.32,68,99,11.92,overcast clouds
594,Merrill,US,45.1805,-89.6835,16.9,85,100,0.0,overcast clouds
595,Sao joao de pirabas,BR,-0.7747,-47.1772,78.08,82,86,7.43,overcast clouds
596,Olinda,BR,-8.0089,-34.8553,82.13,65,40,9.22,scattered clouds
597,Nandura,IN,20.8333,76.45,67.84,33,54,1.97,broken clouds
598,Qasigiannguit,GL,68.8193,-51.1922,21.45,69,18,7.2,few clouds
599,Leshukonskoye,RU,64.8989,45.7622,-9.63,100,99,2.37,overcast clouds
600,Oranjemund,NA,-28.55,16.4333,63.57,83,6,17.83,clear sky
601,Kandla,IN,23.0333,70.2167,74.53,23,8,6.8,clear sky
602,Zilair,RU,52.2332,57.4392,15.03,96,100,8.16,overcast clouds
603,Tupik,RU,54.4253,119.9327,-22.49,97,100,1.45,overcast clouds
604,Gao,ML,16.6362,1.637,70.27,14,67,11.1,broken clouds
605,Muzhi,RU,65.3667,64.6667,6.48,92,100,16.93,overcast clouds
606,Baruun-urt,MN,46.6806,113.2792,-3.78,87,100,5.23,overcast clouds
607,Sulangan,PH,11.1373,123.7228,79.66,83,100,16.8,overcast clouds
608,Kingman,US,35.1894,-114.053,48.54,34,0,5.75,clear sky
609,Bam,IR,29.106,58.357,48.83,51,7,5.37,clear sky
610,Baharampur,IN,24.1,88.25,62.67,62,23,5.68,few clouds
611,Plouzane,FR,48.3833,-4.6167,55.72,94,75,21.85,broken clouds
612,Tecoanapa,MX,16.5167,-98.75,83.95,51,6,9.93,clear sky
613,Belle fourche,US,44.6714,-103.8522,18.34,61,51,11.74,broken clouds
614,Ponte nova,BR,-20.4164,-42.9086,70.05,95,100,2.46,overcast clouds
615,Wadi musa,JO,30.3222,35.4793,52.54,51,5,3.04,clear sky
616,Amurzet,RU,47.6967,131.0981,-13.43,90,5,4.43,clear sky
617,Yanam,IN,16.7333,82.2167,69.37,76,79,4.41,broken clouds
618,Ibra,OM,22.6906,58.5334,64.17,71,1,0.78,clear sky
619,East brainerd,US,34.9959,-85.1502,44.47,56,100,4.61,overcast clouds
620,Lagos,NG,6.5833,3.75,76.41,60,18,3.47,few clouds
621,Along,IN,28.1667,94.7667,51.69,77,52,1.92,broken clouds
622,Lieksa,FI,63.3167,30.0167,10.02,100,86,4.56,overcast clouds
623,San jose,US,37.3394,-121.895,59.86,68,75,4.0,haze
624,San rafael,AR,-34.6177,-68.3301,91.65,13,1,18.32,clear sky
625,Tiznit,MA,29.5833,-9.5,61.88,37,57,4.36,broken clouds
626,Salym,RU,60.0625,71.4789,16.7,95,100,10.56,light snow
627,Taiyuan,CN,37.8694,112.5603,19.26,58,0,2.24,clear sky
628,Upata,VE,8.0086,-62.3989,78.89,61,89,5.41,overcast clouds
629,Niteroi,BR,-22.8833,-43.1036,76.62,75,100,14.97,overcast clouds
630,Eirunepe,BR,-6.6603,-69.8736,83.7,66,100,2.53,overcast clouds
631,Condega,NI,13.365,-86.3985,78.22,60,24,9.95,few clouds
632,Catamarca,AR,-28.4696,-65.7852,89.78,35,12,8.01,few clouds
633,Liwale,TZ,-9.7667,37.9333,72.73,88,100,6.22,overcast clouds
634,Tsabong,BW,-26.0217,22.401,82.85,26,31,14.85,scattered clouds
635,Goderich,CA,43.7501,-81.7165,32.92,69,100,12.66,overcast clouds
636,Haverfordwest,GB,51.8017,-4.9691,51.57,92,100,1.01,overcast clouds
637,Pardi,IN,20.5167,72.95,72.82,46,30,4.63,scattered clouds
638,Ust-kan,RU,50.9276,84.761,17.91,93,100,5.17,snow
639,Sistranda,NO,63.7256,8.834,35.56,68,100,10.25,overcast clouds
640,San andres,CO,12.5847,-81.7006,84.22,70,40,16.11,scattered clouds
641,Teguise,ES,29.0605,-13.564,68.22,37,0,5.75,clear sky
642,Atikokan,CA,48.7555,-91.6216,8.33,86,100,2.62,overcast clouds
643,Biltine,TD,14.5333,20.9167,72.28,22,33,7.29,scattered clouds
644,Tagusao,PH,9.1924,117.8141,78.13,82,100,2.57,overcast clouds
645,Hazorasp,UZ,41.3194,61.0742,19.24,52,0,1.5,clear sky
646,Malkangiri,IN,18.35,81.9,57.72,47,53,2.17,broken clouds
647,Nizwa,OM,22.9333,57.5333,62.62,63,0,5.14,clear sky
648,Mantua,IT,45.1667,10.7833,43.75,90,100,1.99,overcast clouds
649,Bosaso,SO,11.2842,49.1816,74.52,77,9,3.38,clear sky
650,Vincennes,FR,48.85,2.4333,55.35,72,0,11.5,clear sky
651,Pyapon,MM,16.2833,95.6833,70.88,73,47,4.03,scattered clouds
652,Ende,ID,-8.8432,121.6623,79.36,82,93,6.26,overcast clouds
653,Neuquen,AR,-38.9516,-68.0591,85.89,39,75,8.05,thunderstorm with rain
654,Baillif,GP,16.0202,-61.7463,81.9,65,0,11.77,clear sky
655,Pechenga,RU,69.5259,31.1703,20.48,96,100,5.32,light snow
656,Sarangani,PH,5.4033,125.4636,79.48,83,100,0.96,moderate rain
657,Jungapeo,MX,19.45,-100.4833,74.8,52,50,6.44,scattered clouds
658,Amga,RU,60.8953,131.9608,-46.05,100,89,1.43,overcast clouds
659,Araouane,ML,18.9048,-3.5265,70.75,19,0,12.48,clear sky
660,Lincoln,US,40.8,-96.667,36.28,92,100,12.66,overcast clouds
661,Inirida,CO,3.8653,-67.9239,76.91,93,98,4.32,overcast clouds
662,Andenes,NO,69.3143,16.1194,30.92,69,40,5.75,scattered clouds
663,Manzhouli,CN,49.6,117.4333,-9.96,99,99,4.56,overcast clouds
664,Guerrero negro,MX,27.9769,-114.0611,68.56,33,10,6.4,clear sky
665,Benguela,AO,-12.5763,13.4055,74.61,76,7,3.78,clear sky
666,Smithers,CA,54.7804,-127.1743,-14.48,70,40,9.22,scattered clouds
667,Bathsheba,BB,13.2167,-59.5167,83.01,86,40,19.57,light rain
668,Havoysund,NO,70.9963,24.6622,35.83,70,100,15.73,overcast clouds
669,Alamosa,US,37.4695,-105.87,35.58,21,0,3.44,clear sky
670,Mattru,SL,7.6244,-11.8332,76.87,84,81,3.24,broken clouds
671,Coolum beach,AU,-26.5333,153.1,67.33,73,89,1.01,overcast clouds
672,Salantai,LT,56.0667,21.5667,22.5,92,100,14.18,overcast clouds
673,Shimoda,JP,34.6667,138.95,36.1,70,4,12.15,clear sky
674,Broome,US,42.2506,-75.833,32.09,76,100,8.05,overcast clouds
675,Birao,CF,10.2849,22.7882,73.08,27,36,6.08,scattered clouds
676,Vao,NC,-22.6667,167.4833,76.75,78,95,14.09,moderate rain
677,Nouadhibou,MR,20.931,-17.0347,76.98,47,0,13.8,clear sky
678,Beipiao,CN,41.7919,120.7792,13.05,58,61,3.47,broken clouds
679,Amapa,BR,1.0,-52.0,80.29,69,100,3.13,light rain
680,Meulaboh,ID,4.1363,96.1285,75.47,90,96,3.78,overcast clouds
681,Kishi,NG,9.0833,3.85,76.89,17,32,3.91,scattered clouds
682,Dhidhdhoo,MV,6.8833,73.1,81.57,75,100,7.94,overcast clouds
683,Altay,CN,47.8667,88.1167,3.02,75,91,5.77,overcast clouds
684,Gari,RU,59.4307,62.3497,13.96,94,100,9.64,light snow
685,Hirara,JP,24.8,125.2833,66.18,62,91,19.13,overcast clouds
686,Sasayama,JP,35.0667,135.2167,29.71,89,32,3.02,scattered clouds
687,Nanyang,CN,32.9947,112.5328,39.69,33,100,5.61,overcast clouds
688,Barcelos,PT,41.5388,-8.6151,60.94,92,100,18.75,overcast clouds
689,Heswall,GB,53.3273,-3.0965,51.58,78,40,9.22,scattered clouds
690,Port macquarie,AU,-31.4333,152.9167,62.89,66,89,10.4,overcast clouds
691,Gazanjyk,TM,39.2446,55.5154,41.77,41,2,5.73,clear sky
692,Xingcheng,CN,40.6167,120.7167,22.77,55,83,9.53,broken clouds
693,Yamada,JP,39.4667,141.95,27.21,81,26,4.45,scattered clouds
694,Kampot,KH,10.6167,104.1833,71.42,65,100,10.74,overcast clouds
695,Leningradskiy,RU,69.3833,178.4167,5.85,85,7,8.84,clear sky
696,Chakia,IN,26.4167,85.05,59.76,59,11,6.17,few clouds
697,Valley city,US,46.9233,-98.0032,-1.68,84,100,10.36,haze
698,Chor,PK,25.5167,69.7667,64.69,18,66,6.06,broken clouds
699,Churapcha,RU,62.0025,132.4325,-49.76,100,60,2.06,broken clouds
